2019-06-24 01:10:33 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: pythonSpider)
2019-06-24 01:10:33 [scrapy.utils.log] INFO: Versions: lxml 3.7.2.0, libxml2 2.9.4, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 19.2.0, Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 16:07:46) [MSC v.1900 32 bit (Intel)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1c  28 May 2019), cryptography 2.7, Platform Windows-7-6.1.7601-SP1
2019-06-24 01:10:33 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'pythonSpider', 'DUPEFILTER_CLASS': 'scrapy_redis.dupefilter.RFPDupeFilter', 'LOG_FILE': 'myspider.log', 'NEWSPIDER_MODULE': 'pythonSpider.spiders', 'SCHEDULER': 'scrapy_redis.scheduler.Scheduler', 'SPIDER_MODULES': ['pythonSpider.spiders']}
2019-06-24 01:10:33 [scrapy.extensions.telnet] INFO: Telnet Password: 45b5b428e94d42ba
2019-06-24 01:10:33 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
2019-06-24 01:10:33 [amazon] INFO: Reading start URLs from redis key 'amazon:start_urls' (batch size: 16, encoding: utf-8
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'pythonSpider.middlewares.RandomUserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-06-24 01:10:35 [scrapy.middleware] INFO: Enabled item pipelines:
['pythonSpider.pipelines.DangdangSpiderPipeline']
2019-06-24 01:10:35 [scrapy.core.engine] INFO: Spider opened
2019-06-24 01:10:35 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-06-24 01:10:35 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2019-06-24 01:10:35 [amazon] DEBUG: Read 1 requests from 'amazon:start_urls'
2019-06-24 01:10:39 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E6%B3%95%E5%BE%8B%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658416051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E7%A7%91%E6%8A%80%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658431051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E6%94%BF%E6%B2%BB%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658415051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658402051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E8%AE%A1%E7%AE%97%E6%9C%BA%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658414051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E6%9D%82%E5%BF%97/b?ie=UTF8&node=658438051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658734051> (referer: https://www.amazon.cn/%E5%B0%91%E5%84%BF%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658409051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/b?ie=UTF8&node=658433051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051> (referer: https://www.amazon.cn/%E5%9B%BE%E4%B9%A6/b/ref=topnav_storetab_b?ie=UTF8&node=658390051)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07NYP6RKY> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:10:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07Q3CLXZH> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07J5X8KTF> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QTZCMV7> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07FX4VLTG> (referer: https://www.amazon.cn/%E5%B0%91%E5%84%BF%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658409051)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07P8VG14B> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07GGZL3SF> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:10:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RHMFL2T> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07R8DRD71> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:10:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07KS7VLJL> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07P1YMC8X> (referer: https://www.amazon.cn/b?ie=UTF8&node=658402051)
2019-06-24 01:10:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SMNRXSB> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07PJPKSPV> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B01L8BZ3TC> (referer: https://www.amazon.cn/%E7%A7%91%E6%8A%80%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658431051)
2019-06-24 01:10:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07MD7B5WR> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07JZ7FZND> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07M965D33> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QG6R883> (referer: https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07MW24NT2> (referer: https://www.amazon.cn/%E8%AE%A1%E7%AE%97%E6%9C%BA%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658414051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B073VLQQMS> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B015PO6WXY> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RYPN23G> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B078R27QBH> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B073QH5Y9D> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:10:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SHBKBQH> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B00ZR7GKAU> (referer: https://www.amazon.cn/%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%87%AA%E7%84%B6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658429051)
2019-06-24 01:10:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07R8MJCJ9> (referer: https://www.amazon.cn/b?ie=UTF8&node=658734051)
2019-06-24 01:10:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07GHG9RPZ> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:10:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QC12HL4> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07G9X33C6> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07L663JJY> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07P8SBX3C> (referer: https://www.amazon.cn/b?ie=UTF8&node=118362071)
2019-06-24 01:10:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07Q9JSH81> (referer: https://www.amazon.cn/%E4%BC%A0%E8%AE%B0%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658396051)
2019-06-24 01:10:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07Q9YKX36> (referer: https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051)
2019-06-24 01:10:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07MZL4DBY> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RB1VPN1> (referer: https://www.amazon.cn/%E5%8A%A8%E6%BC%AB%E7%BB%98%E6%9C%AC-%E5%8D%A1%E9%80%9A%E6%BC%AB%E7%94%BB/b?ie=UTF8&node=658403051)
2019-06-24 01:10:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07P4DPX2M> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RHH7LFR> (referer: https://www.amazon.cn/%E4%BC%A0%E8%AE%B0%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658396051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QJX179Q> (referer: https://www.amazon.cn/%E7%AE%A1%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658399051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QTWRBPG> (referer: https://www.amazon.cn/%E4%BC%A0%E8%AE%B0%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658396051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S2Q1VNK> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07RRNRTJQ> (referer: https://www.amazon.cn/%E7%A7%91%E6%8A%80%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658431051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QXMXDZL> (referer: https://www.amazon.cn/%E4%BC%A0%E8%AE%B0%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658396051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07SHCGW21> (referer: https://www.amazon.cn/%E5%8E%86%E5%8F%B2%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658418051)
2019-06-24 01:10:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B01MYH8A99> (referer: https://www.amazon.cn/%E8%AE%A1%E7%AE%97%E6%9C%BA%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658414051)
2019-06-24 01:10:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B01HAYS2F8> (referer: https://www.amazon.cn/b?ie=UTF8&node=658433051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QKC1MZK> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07CV7Y6MY> (referer: https://www.amazon.cn/%E7%A7%91%E6%8A%80%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658431051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QJXD86D> (referer: https://www.amazon.cn/%E5%8A%B1%E5%BF%97%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658397051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S7P3L91> (referer: https://www.amazon.cn/%E5%BF%83%E7%90%86%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658417051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07MHTBF78> (referer: https://www.amazon.cn/%E6%94%BF%E6%B2%BB%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658415051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07J6B4ZRS> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:10:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QF6D8Q8> (referer: https://www.amazon.cn/%E5%B0%8F%E8%AF%B4/b?ie=UTF8&node=658393051)
2019-06-24 01:10:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QKJH4W3> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07PRX6D8S> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:10:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07T44TDF9> (referer: https://www.amazon.cn/%E6%B3%95%E5%BE%8B%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658416051)
2019-06-24 01:10:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07S1NCQ9N> (referer: https://www.amazon.cn/%E6%96%87%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658394051)
2019-06-24 01:10:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QJ4RPCW> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
2019-06-24 01:10:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.amazon.cn/dp/B07QC1H3RR> (referer: https://www.amazon.cn/%E5%93%B2%E5%AD%A6%E5%9B%BE%E4%B9%A6/b?ie=UTF8&node=658424051)
